global index,USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
14480,690150,93121,TWENTY NINE PALMS,US,CA,KNXP,34.3,-116.167,625.1,19900102,20201227
15092,700260,27502,W POST-WILL ROGERS MEMORIAL AIRPORT,US,AK,PABR,71.283,-156.782,9.5,19450101,20201227
15096,700300,27503,WAINWRIGHT AIRPORT,US,AK,PAWI,70.639,-159.995,9.1,19991102,20201226
15114,700637,27406,DEADHORSE AIRPORT,US,AK,PASC,70.192,-148.477,18.6,19730101,20201227
15115,700638,99999,FALSE PASS,US,AK,PAKF,54.85,-163.417,6.0,19730101,20201026
15117,700860,27401,BARTER ISLAND AIRPORT,US,AK,PABA,70.134,-143.577,0.6,19471001,20201227
15137,701190,99999,PORT CLARENCE CGS,US,AK,PAPC,65.254,-166.859,3.0,19730101,20201222
15147,701330,26616,RALPH WIEN MEMORIAL AIRPORT,US,AK,PAOT,66.867,-162.633,9.1,19730101,20201227
15149,701333,26643,DEERING AIRPORT,US,AK,PADE,66.069,-162.764,6.4,19990102,20201126
15168,701740,26533,BETTLES AIRPORT,US,AK,PABT,66.918,-151.519,193.2,19450101,20201227
15174,701748,99999,PROSPECT CREEK AIRPORT,US,AK,PAPR,66.817,-150.65,335.0,19730825,20201222
15176,701780,26529,RALPH M CALHOUN MEML ARPT,US,AK,PATA,65.175,-152.107,67.7,19430601,20201227
15182,701940,26413,FORT YUKON AIRPORT,US,AK,PFYU,66.567,-145.267,135.6,19730101,20201227
15191,702000,26617,NOME AIRPORT,US,AK,PAOM,64.511,-165.44,4.0,19400101,20201227
15200,702040,26703,GAMBELL AIRPORT,US,AK,PAGM,63.767,-171.733,8.5,19870603,20201227
15203,702070,26627,UNALAKLEET AIRPORT,US,AK,PAUN,63.883,-160.8,5.5,19430601,20201227
15219,702190,26615,BETHEL AIRPORT,US,AK,PABE,60.785,-161.829,31.1,19450101,20201227
15220,702195,99999,NAPAKIAK,US,AK,PANA,60.683,-161.983,5.2,19940830,20201105
15227,702310,26510,MCGRATH AIRPORT,US,AK,PAMC,62.957,-155.61,101.5,19730101,20201227
15233,702320,26516,ANIAK AIRPORT,US,AK,PANI,61.582,-159.543,25.9,19730101,20201227
15239,702460,26512,MINCHUMINA,US,AK,PAMH,63.886,-152.302,206.7,19730101,20201227
15247,702510,26528,TALKEETNA AIRPORT,US,AK,PATK,62.32,-150.095,106.7,19730101,20201227
15251,702590,26523,KENAI MUNICIPAL AIRPORT,US,AK,PAEN,60.58,-151.239,27.7,19730101,20201227
15254,702600,26435,NENANA MUNICIPAL AIRPORT,US,AK,PANN,64.55,-149.072,109.7,19430706,20201227
15261,702610,26411,FAIRBANKS INTERNATIONAL,US,AK,PAFA,64.804,-147.876,131.7,19460101,20201227
15284,702670,26415,ALLEN ARMY AIRFIELD,US,AK,PABI,63.994,-145.721,389.2,19451015,20201227
15301,702710,26425,GULKANA AIRPORT,US,AK,PAGK,62.159,-145.459,476.1,19450101,20201227
15313,702730,26451,TED STEVENS ANCHORAGE INTL,US,AK,PANC,61.169,-150.028,36.6,19730101,20201227
15314,702735,26409,MERRILL FIELD AIRPORT,US,AK,PAMR,61.217,-149.855,42.1,19450101,20201227
15317,702740,25331,PALMER MUNICIPAL AIRPORT,US,AK,PAAQ,61.596,-149.092,70.1,19990101,20201227
15338,702910,26412,NORTHWAY AIRPORT,US,AK,PAOR,62.962,-141.988,522.1,19450101,20201227
15345,702960,26410,M.K.(MUDHOLE) SMITH ARPT,US,AK,PACV,60.489,-145.451,9.5,19420611,20201227
15373,703080,25713,ST PAUL ISLAND AIRPORT,US,AK,PASN,57.155,-170.222,10.7,19431105,20201017
15374,703160,25624,COLD BAY AIRPORT,US,AK,PACD,55.221,-162.732,23.8,19420304,20201227
15379,703260,25503,KING SALMON AIRPORT,US,AK,PAKN,58.683,-156.656,20.4,19420110,20201227
15387,703335,99999,SOUTH NAKNEK ARPT,US,AK,PFWS,58.7,-157.0,49.4,19940818,20200924
15388,703400,25506,ILIAMNA AIRPORT,US,AK,PAIL,59.749,-154.909,43.6,19730101,20201227
15393,703410,25507,HOMER AIRPORT,US,AK,PAHO,59.642,-151.491,19.5,19730101,20201227
15394,703430,25402,MIDDLETON ISLAND METEOROLOGY RADAR SITE,US,AK,PAMD,59.433,-146.333,30.5,19450101,20201227
15398,703500,25501,KODIAK AIRPORT,US,AK,PADQ,57.751,-152.486,24.4,19450101,20201227
15406,703610,25339,YAKUTAT AIRPORT,US,AK,PAYA,59.512,-139.671,10.1,19410501,20201227
15408,703620,25335,SKAGWAY AIRPORT,US,AK,PAGY,59.456,-135.324,6.1,19431001,20201227
15412,703626,25323,HAINES,US,AK,PAHN,59.243,-135.509,4.6,19960613,20201227
15421,703670,25322,GUSTAVUS,US,AK,PAGS,58.411,-135.709,12.2,19760801,20201227
15424,703710,25333,SITKA ROCKY GUTIERREZ ARPT,US,AK,PASI,57.048,-135.365,4.3,19730101,20201227
15427,703810,25309,JUNEAU INTERNATIONAL,US,AK,PAJN,58.357,-134.564,4.9,19730101,20201227
15432,703830,25310,ANGOON SEAPLANE BASE,US,AK,PAGN,57.499,-134.586,8.5,19730101,20201227
15438,703860,25329,JAMES A JOHNSON AIRPORT,US,AK,PAPG,56.806,-132.937,32.6,19730101,20201227
15462,703950,25325,KETCHIKAN INTL AIRPORT,US,AK,PAKT,55.35,-131.65,24.4,19730101,20201227
15469,704540,25704,ADAK NAS,US,AK,PADK,51.883,-176.65,5.2,19421030,20201227
15812,711680,99999,SIOUX FALLS CLIMATE,US,SD,,43.733,-96.633,481.5,19941001,20201226
17815,722010,12836,KEY WEST INTERNATIONAL AIRPORT,US,FL,KEYW,24.557,-81.755,0.3,19730101,20201227
17823,722015,12850,KEY WEST NAS,US,FL,KNQX,24.583,-81.683,1.8,19730101,20201227
17830,722020,12839,MIAMI INTERNATIONAL AIRPORT,US,FL,KMIA,25.788,-80.317,8.8,19730101,20201227
17838,722026,12826,HOMESTEAD AFB AIRPORT,US,FL,KHST,25.483,-80.383,1.5,19430201,20201227
17844,722030,12844,PALM BEACH INTERNATIONAL AIRPORT,US,FL,KPBI,26.685,-80.099,5.8,19430206,20201227
17857,722038,12897,NAPLES MUNICIPAL AIRPORT,US,FL,KAPF,26.155,-81.775,2.7,19990101,20201227
17861,722040,12838,MELBOURNE INTL AP,US,FL,KMLB,28.101,-80.644,8.2,19741113,20201227
17878,722050,12815,ORLANDO INTERNATIONAL AIRPORT,US,FL,KMCO,28.434,-81.325,27.4,19520507,20201227
17884,722053,12841,EXECUTIVE AIRPORT,US,FL,KORL,28.545,-81.333,32.9,19900208,20201227
17891,722057,12854,ORLANDO SANFORD AIRPORT,US,FL,KSFB,28.78,-81.244,16.8,19730101,20201227
17896,722060,13889,JACKSONVILLE INTERNATIONAL AIRPORT,US,FL,KJAX,30.495,-81.694,7.9,19480101,20201227
17902,722065,93837,JACKSONVILLE NAS,US,FL,KNIP,30.233,-81.667,6.1,19730101,20201227
17903,722066,3853,MAYPORT NAF,US,FL,KNRB,30.4,-81.417,4.9,19730101,20201227
17911,722070,3822,SAVANNAH/HILTON HEAD INTL AIRPORT,US,GA,KSAV,32.131,-81.202,14.0,19480101,20201227
17929,722080,13880,CHARLESTON AFB/INTERNATIONAL AIRPORT,US,SC,KCHS,32.899,-80.041,12.2,19450101,20201227
17935,722085,93831,BEAUFORT MCAS,US,SC,KNBC,32.483,-80.717,11.3,19450401,20201227
17967,722104,92806,ALBERT WHITTED AIRPORT,US,FL,KSPG,27.765,-82.628,2.4,19860101,20201227
17970,722106,12835,PAGE FIELD AIRPORT,US,FL,KFMY,26.585,-81.861,4.6,19430101,20201227
17977,722110,12842,TAMPA INTERNATIONAL AIRPORT,US,FL,KTPA,27.962,-82.54,5.8,19400801,20201227
17995,722120,12833,CROSS CITY AIRPORT,US,FL,KCTY,29.633,-83.105,11.6,19431219,20201227
18013,722130,13861,WAYCROSS-WARE CO. AIRPORT,US,GA,KAYS,31.25,-82.4,43.3,19421201,20201227
18026,722137,13878,MALCOLM MC KINNON AIRPORT,US,GA,KSSI,31.152,-81.391,4.9,19730101,20201227
18031,722140,93805,TALLAHASSEE REGIONAL AIRPORT,US,FL,KTLH,30.393,-84.353,16.8,19420501,20201227
18065,722160,13869,SW GEORGIA REGIONAL ARPT,US,GA,KABY,31.536,-84.194,57.9,19730101,20201227
18075,722166,93845,VALDOSTA REGIONAL AIRPORT,US,GA,KVLD,30.783,-83.277,60.4,19480101,20201227
18083,722170,3813,MIDDLE GEORGIA REGIONAL AIRPORT,US,GA,KMCN,32.685,-83.653,104.6,19411020,20201227
18092,722175,13860,ROBINS AFB AIRPORT,US,GA,KWRB,32.633,-83.6,89.6,19420807,20201227
18102,722180,3820,AUGUSTA REGIONAL AT BUSH FIELD AP,US,GA,KAGS,33.364,-81.963,40.2,19480101,20201227
18120,722190,13874,HARTSFIELD-JACKSON ATLANTA INTL AP,US,GA,KATL,33.63,-84.442,307.9,19730101,20201227
18139,722200,12832,APALACHICOLA MUNI AIRPORT,US,FL,KAAF,29.733,-85.033,5.8,19450101,20201227
18154,722210,13858,EGLIN AFB AIRPORT,US,FL,KVPS,30.483,-86.517,26.5,19380910,20201227
18164,722215,13884,BOB SIKES AIRPORT,US,FL,KCEW,30.78,-86.523,57.9,19730101,20201227
18173,722223,13899,PENSACOLA REGIONAL AIRPORT,US,FL,KPNS,30.478,-87.187,34.1,19900228,20201227
18176,722225,3855,PENSACOLA NAS,US,FL,KNPA,30.35,-87.317,8.5,19450201,20201227
18177,722226,93841,WHITING FIELD NAVAL AIR STATION NORTH,US,FL,KNSE,30.717,-87.017,60.7,19730101,20201227
18180,722230,13894,MOBILE REGIONAL AIRPORT,US,AL,KMOB,30.688,-88.246,65.5,19730101,20201227
18183,722235,13838,MOBILE DOWNTOWN AIRPORT,US,AL,KBFM,30.626,-88.068,7.9,19420701,20201227
18200,722246,3844,EGLIN AF AUX NR 3 D,US,FL,KEGI,30.65,-86.517,58.0,19490908,20201226
18206,722250,13829,LAWSON AAF AIRPORT,US,GA,KLSF,32.35,-85.0,70.7,19390501,20201227
18211,722255,93842,COLUMBUS METRO AIRPORT,US,GA,KCSG,32.516,-84.942,119.5,19480101,20201227
18213,722260,13895,MONTGOMERY RGNL (DANNELLY FD) AP,US,AL,KMGM,32.3,-86.408,61.6,19730101,20201227
18216,722265,13821,MAXWELL AFB AIRPORT,US,AL,KMXF,32.383,-86.35,52.1,19351001,20201227
18220,722267,3878,TROY MUNICIPAL AIRPORT,US,AL,KTOI,31.861,-86.012,121.0,19730108,20201227
18225,722269,3850,CAIRNS ARMY AIRFIELD (FORT RUCKER),US,AL,KOZR,31.267,-85.717,91.7,19541019,20201227
18227,722270,13864,DOBBINS AIR RESERVE BASE AIRPORT,US,GA,KMGE,33.917,-84.517,325.5,19460901,20201227
18237,722280,13876,BIRMINGHAM INTERNATIONAL AIRPORT,US,AL,KBHM,33.566,-86.745,187.5,19420801,20201227
18242,722286,93806,TUSCALOOSA MUNICIPAL ARPT,US,AL,KTCL,33.212,-87.616,45.7,19730101,20201227
18244,722287,13871,ANNISTON METROPOLITAN ARPT,US,AL,KANB,33.587,-85.856,181.1,19730101,20201227
18266,722310,12916,LOUIS ARMSTRONG NEW ORLEANS INTL AP,US,LA,KMSY,29.997,-90.278,1.2,19451001,20201227
18272,722315,53917,LAKEFRONT AIRPORT,US,LA,KNEW,30.049,-90.029,2.7,19420901,20201227
18274,722316,12958,NEW ORLEANS NAS,US,LA,KNBG,29.817,-90.017,0.6,19730101,20201228
18308,722340,13865,KEY FIELD AIRPORT,US,MS,KMEI,32.335,-88.744,89.6,19420301,20201227
18316,722345,3866,MERIDIAN NAS/MC CAIN FD AP,US,MS,KNMM,32.55,-88.567,82.6,19730101,20201227
18324,722350,3940,JACKSON INTERNATIONAL AIRPORT,US,MS,KJAN,32.321,-90.078,100.6,19420901,20201227
18334,722358,93919,MCOM/PIKE CO/J E LWS FD AP,US,MS,KMCB,31.183,-90.471,125.9,19730101,20201227
18359,722390,3931,POLK ARMY AIRFIELD,US,LA,KPOE,31.05,-93.183,100.6,19620903,20201227
18368,722400,3937,LAKE CHARLES REGIONAL AIRPORT,US,LA,KLCH,30.125,-93.228,2.7,19420502,20201227
18371,722404,13941,CHENNAULT INTERNATIONAL AP,US,LA,KCWF,30.21,-93.143,5.2,19880105,20201227
18373,722405,13976,LAFAYETTE REGIONAL AIRPORT,US,LA,KLFT,30.205,-91.988,11.6,19451001,20201227
18379,722410,12917,SOUTHEAST TEXAS REGIONAL AIRPORT,US,TX,KBPT,29.951,-94.021,4.9,19730101,20201227
18383,722416,12971,NEW BRAUNFELS MUNICIPAL AP,US,TX,KBAZ,29.709,-98.046,196.6,19990317,20201227
18386,722420,12923,SCHOLES INTL AT GLSTON APT,US,TX,KGLS,29.273,-94.859,1.5,19930101,20201227
18397,722430,12960,G BUSH INTERCONTINENTAL AP/HOUSTON AP,US,TX,KIAH,29.98,-95.36,29.0,19730101,20201227
18401,722436,12906,ELLINGTON FIELD AIRPORT,US,TX,KEFD,29.617,-95.167,9.8,19410701,20201227
18409,722446,93987,ANGELINA COUNTY AIRPORT,US,TX,KLFK,31.236,-94.754,87.8,19730101,20201227
18413,722448,13972,TYLER POUNDS REGIONAL ARPT,US,TX,KTYR,32.354,-95.403,165.8,19730101,20201227
18418,722470,3901,EAST TEXAS REGIONAL ARPT,US,TX,KGGG,32.385,-94.712,111.3,19910204,20201227
18422,722480,13957,SHREVEPORT REGIONAL AIRPORT,US,LA,KSHV,32.447,-93.824,77.4,19730101,20201227
18425,722485,13944,BARKSDALE AIR FORCE BASE,US,LA,KBAD,32.5,-93.667,50.6,19370301,20201227
18427,722486,13942,MONROE REGIONAL AIRPORT,US,LA,KMLU,32.516,-92.041,24.1,19421001,20201227
18428,722487,13935,ESLER REGIONAL AIRPORT,US,LA,KESF,31.395,-92.291,36.0,19410701,20201227
18435,722500,12919,BROWNSVILLE/S PADRE ISLAND INTL AP,US,TX,KBRO,25.914,-97.423,7.3,19470101,20201227
18437,722505,12904,VALLEY INTERNATIONAL ARPT,US,TX,KHRL,26.228,-97.654,10.4,19420301,20201227
18439,722506,12959,MC ALLEN MILLER INTL ARPT,US,TX,KMFE,26.184,-98.254,30.5,19730101,20201227
18443,722510,12924,CORPUS CHRISTI INTERNATIONAL AIRPORT,US,TX,KCRP,27.774,-97.512,13.4,19460801,20201227
18444,722515,12926,CORPUS CHRISTI NAS,US,TX,KNGP,27.683,-97.283,5.5,19730101,20201227
18445,722516,12928,KINGSVILLE NAS,US,TX,KNQI,27.5,-97.817,15.2,19730101,20201227
18446,722517,12932,ALICE INTERNATIONAL ARPT,US,TX,KALI,27.741,-98.025,52.7,19460801,20201226
18455,722523,12970,STINSON MINICIPAL AIRPORT,US,TX,KSSF,29.339,-98.472,174.0,19990101,20201227
18461,722526,12947,COTULLA-LA SALLE CO ARPT,US,TX,KCOT,28.457,-99.218,145.1,19730101,20201227
18464,722530,12921,SAN ANTONIO INTERNATIONAL AIRPORT,US,TX,KSAT,29.544,-98.484,240.5,19460814,20201227
18465,722533,12962,HONDO MUNICIPAL AIRPORT,US,TX,KHDO,29.36,-99.174,280.4,19420915,20201227
18466,722535,12909,LACKLAND AIR FORCE BASE (KELLY FIELD ANNEX),US,TX,KSKF,29.383,-98.583,210.3,19370707,20201227
18468,722536,12911,RANDOLPH AFB AIRPORT,US,TX,KRND,29.533,-98.262,221.9,19380401,20201227
18474,722540,13904,AUSTIN-BERGSTROM INTL AIRPORT,US,TX,KAUS,30.183,-97.68,146.3,19990524,20201227
18482,722544,13958,AUSTIN-CAMP MABRY,US,TX,KATT,30.321,-97.76,204.2,19990602,20201227
18488,722550,12912,VICTORIA REGIONAL AIRPORT,US,TX,KVCT,28.861,-96.93,35.1,19411104,20201228
18495,722555,12935,PALACIOS MUNICIPAL AIRPORT,US,TX,KPSX,28.725,-96.254,3.7,19460801,20201227
18498,722560,13959,WACO REGIONAL AIRPORT,US,TX,KACT,31.619,-97.228,152.4,19420514,20201227
18502,722570,3933,HOOD AAF AIRPORT,US,TX,KHLR,31.133,-97.717,281.6,19601101,20201227
18507,722576,3902,ROBERT GRAY AFF AIRPORT,US,TX,KGRK,31.067,-97.833,309.4,19500926,20201227
18511,722580,13960,DALLAS LOVE FIELD AIRPORT,US,TX,KDAL,32.852,-96.856,134.1,19460726,20201227
18522,722590,3927,DALLAS/FT WORTH INTERNATIONAL AP,US,TX,KDFW,32.898,-97.019,170.7,19730101,20201227
18528,722595,13911,FORT WORTH NAVAL AIR STATION JRB/CARSWELL FIELD,US,TX,KNFW,32.767,-97.45,185.3,19421201,20201227
18530,722597,93985,MINERAL WELLS AIRPORT,US,TX,KMWL,32.782,-98.06,283.5,19480310,20201227
18535,722600,3969,CLARK FIELD MUNI AIRPORT,US,TX,KSEP,32.215,-98.178,402.6,19840101,20201227
18538,722610,22010,DEL RIO INTERNATIONAL AIRPORT,US,TX,KDRT,29.378,-100.927,304.5,19510501,20201227
18539,722615,22001,LAUGHLIN AFB AIRPORT,US,TX,KDLF,29.367,-100.783,329.8,19430217,20201227
18545,722620,23055,GUADALUPE PASS AMOS,US,TX,KGDP,31.831,-104.809,1663.0,19770827,20201227
18548,722630,23034,SAN ANGELO REGIONAL/MATHS FIELD AP,US,TX,KSJT,31.352,-100.495,584.0,19480215,20201227
18553,722640,93035,MARFA MUNICIPAL AIRPORT,US,TX,KMRF,30.371,-104.017,1478.0,19361201,20201227
18557,722650,23023,MIDLAND INTERNATIONAL AIRPORT,US,TX,KMAF,31.948,-102.209,872.3,19480201,20201227
18561,722656,23040,WINKLER COUNTY AIRPORT,US,TX,KINK,31.78,-103.202,855.6,19460801,20201227
18564,722660,13962,ABILENE REGIONAL AIRPORT,US,TX,KABI,32.411,-99.682,545.6,19460801,20201227
18568,722670,23042,LUBBOCK INTERNATIONAL AIRPORT,US,TX,KLBB,33.666,-101.823,991.8,19450810,20201227
18575,722678,23052,RATON MUNI/CREWS FIELD APT,US,NM,KRTN,36.741,-104.502,1935.2,19980902,20201227
18577,722680,23009,ROSWELL INTERNATIONAL AIR CENTER AP,US,NM,KROW,33.308,-104.508,1112.2,19420713,20201227
18583,722686,23008,CANNON AFB AIRPORT,US,NM,KCVS,34.383,-103.317,1309.1,19430125,20201227
18585,722687,93033,CAVERN CITY AIR TRML ARPT,US,NM,KCNM,32.334,-104.258,985.1,19420910,20201227
18586,722688,93034,LEA COUNTY REGIONAL AIRPORT,US,NM,KHOB,32.693,-103.213,1114.0,19421101,20201227
18601,722700,23044,EL PASO INTERNATIONAL AIRPORT,US,TX,KELP,31.811,-106.376,1194.2,19410401,20201227
18604,722710,93045,TRH OR CONSEQCES MUNI ARPT,US,NM,KTCS,33.237,-107.268,1478.3,19780301,20201227
18616,722730,3124,SIERRA VISTA MUNICIPAL-LIBBY AAF AIRPORT,US,AZ,KFHU,31.588,-110.344,1438.4,19541011,20201227
18620,722740,23160,TUCSON INTERNATIONAL AIRPORT,US,AZ,KTUS,32.131,-110.955,776.9,19730101,20201227
18622,722745,23109,DAVIS-MONTHAN AFB AIRPORT,US,AZ,KDMA,32.167,-110.883,824.2,19410717,20201227
18633,722780,23183,PHOENIX SKY HARBOR INTL AIRPORT,US,AZ,KPHX,33.428,-112.004,337.4,19730101,20201227
18639,722785,23111,LUKE AFB AIRPORT,US,AZ,KLUF,33.55,-112.367,330.7,19411201,20201227
18641,722786,23104,WILLIAMS GATEWAY AIRPORT,US,AZ,KIWA,33.3,-111.667,421.2,19420301,20201227
18654,722810,23199,NAF,US,CA,KNJK,32.817,-115.683,-12.8,19840413,20201226
18671,722860,23119,MARCH AIR RESERVE BASE,US,CA,KRIV,33.9,-117.25,468.2,19330101,20201227
18685,722880,23152,BURBANK-GLENDALE-PASA ARPT,US,CA,KBUR,34.201,-118.358,236.2,19430601,20201227
18691,722886,23130,VAN NUYS AIRPORT,US,CA,KVNY,34.21,-118.489,234.7,19421211,20201227
18706,722900,23188,SAN DIEGO INTERNATIONAL AIRPORT,US,CA,KSAN,32.734,-117.183,4.6,19420101,20201227
18714,722906,93112,NORTH ISLAND NAS,US,CA,KNZY,32.7,-117.2,7.9,19450401,20201227
18718,722909,93115,NAVAL AUXILIARY LANDING FD,US,CA,KNRS,32.567,-117.117,7.3,19730101,20201227
18719,722910,93116,SAN NICOLAS ISLAND NAVAL OUTLYING FIELD,US,CA,KNSI,33.24,-119.458,153.0,19430616,20201227
18727,722920,23191,CATALINA AIRPORT,US,CA,KAVX,33.405,-118.416,488.3,19430612,20201228
18731,722925,93117,NALF/F. SHERMAN FLD ARPT,US,CA,KNUC,33.023,-118.588,55.5,19430610,20201227
18733,722926,3154,MARINE CORPS AIR STATION,US,CA,KNFG,33.3,-117.35,22.9,19730102,20201227
18746,722950,23174,LOS ANGELES INTERNATIONAL AIRPORT,US,CA,KLAX,33.938,-118.389,29.6,19440101,20201228
18758,722970,23129,LONG BEACH / DAUGHERTY FIELD / AIRPORT,US,CA,KLGB,33.812,-118.146,9.5,19430101,20201227
18768,722977,93184,J. WAYNE APT-ORANGE CO APT,US,CA,KSNA,33.68,-117.866,16.5,19400617,20201227
18783,723030,13714,POPE AFB AIRPORT,US,NC,KPOB,35.174,-79.009,66.5,19370703,20201227
18802,723060,13722,RALEIGH-DURHAM INTERNATIONAL AP,US,NC,KRDU,35.892,-78.782,126.8,19451101,20201227
18806,723066,13713,SEYMOUR-JOHNSON AFB AIRPORT,US,NC,KGSB,35.344,-77.965,33.2,19430601,20201227
18808,723067,93726,KINSTON REGIONAL JETPORT AT STALLING FIELD,US,NC,KISO,35.317,-77.633,28.7,19730608,20201227
18817,723075,13769,OCEANA NAS,US,VA,KNTU,36.817,-76.033,7.0,19730101,20201227
18823,723080,13737,NORFOLK INTERNATIONAL AIRPORT,US,VA,KORF,36.903,-76.192,9.1,19730101,20201227
18825,723083,13763,FRANKLIN MUNICIPAL-JOHN BEVERLY ROSE AIRPORT,US,VA,KFKN,36.698,-76.903,12.5,19941016,20201227
18829,723085,13750,NORFOLK NAS,US,VA,KNGU,36.937,-76.289,5.2,19730101,20201227
18832,723087,93735,FELKER ARMY AIRFIELD,US,VA,KFAF,37.133,-76.6,3.7,19601101,20201227
18836,723090,13754,CHERRY POINT MCAS,US,NC,KNKT,34.9,-76.883,8.8,19730101,20201227
18838,723095,93719,CRAVEN COUNTY REG AIRPORT,US,NC,KEWN,35.068,-77.048,5.8,19730101,20201227
18839,723096,93727,JACKSONVILLE,US,NC,KNCA,34.708,-77.44,7.9,19730101,20201227
18840,723097,93743,BOGUE FIELD MARINE CORPS AUXILIARY FIELD,US,NC,KNJM,34.683,-77.033,6.4,19870504,20201227
18844,723100,13883,COLUMBIA METROPOLITAN AIRPORT,US,SC,KCAE,33.942,-81.118,68.6,19420424,20201227
18850,723106,13744,FLORENCE REGIONAL AIRPORT,US,SC,KFLO,34.188,-79.731,44.5,19730101,20201227
18853,723108,13776,LUMBERTON MUNICIPAL ARPT,US,NC,KLBT,34.608,-79.059,36.9,19980902,20201226
18857,723110,13873,ATHENS/BEN EPPS AIRPORT,US,GA,KAHN,33.948,-83.328,239.3,19730101,20201227
18868,723119,13886,GREENVILLE DOWNTOWN ARPT,US,SC,KGMU,34.846,-82.346,319.4,19420908,20201227
18870,723120,3870,GREENVILLE-SPARTANBURG INTL AIRPORT,US,SC,KGSP,34.906,-82.213,291.1,19730101,20201227
18880,723139,93729,BILLY MITCHELL AIRPORT,US,NC,KHSE,35.233,-75.622,3.4,19960101,20201227
18881,723140,13881,CHARLOTTE/DOUGLAS INTERNATIONAL AP,US,NC,KCLT,35.224,-80.955,221.9,19410722,20201227
18893,723150,3812,ASHEVILLE REGIONAL AIRPORT,US,NC,KAVL,35.432,-82.538,645.3,19730101,20201227
18900,723170,13723,PIEDMONT TRIAD INTERNATIONAL AIRPORT,US,NC,KGSO,36.097,-79.943,271.3,19451101,20201227
18912,723193,93807,SMITH REYNOLDS AIRPORT,US,NC,KINT,36.134,-80.222,295.7,19900208,20201227
18916,723200,93801,RICHARD B RUSSELL AIRPORT,US,GA,KRMG,34.348,-85.161,194.8,19780101,20201227
18919,723230,3856,HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT,US,AL,KHSV,34.644,-86.787,190.2,19730101,20201227
18922,723235,13896,NORTH WEST ALABAMA REGIONAL AIRPORT,US,AL,KMSL,34.744,-87.6,164.6,19730101,20201227
18923,723240,13882,LOVELL FIELD AIRPORT,US,TN,KCHA,35.034,-85.2,204.2,19730101,20201227
18929,723260,13891,MC GHEE TYSON AIRPORT,US,TN,KTYS,35.818,-83.986,293.2,19480101,20201227
18931,723264,99999,KNOXVILLE DOWNTOWN ISLAND,US,TN,KDKX,35.964,-83.874,253.9,19790507,20201225
18933,723270,13897,NASHVILLE INTERNATIONAL AIRPORT,US,TN,KBNA,36.119,-86.689,182.9,19510101,20201227
18952,723306,13825,COLUMBUS AFB AIRPORT,US,MS,KCBM,33.65,-88.45,66.8,19420301,20201227
18956,723320,93862,TUPELO REGIONAL AIRPORT,US,MS,KTUP,34.262,-88.771,110.0,19910301,20201227
18957,723340,13893,MEMPHIS INTERNATIONAL AIRPORT,US,TN,KMEM,35.056,-89.987,77.4,19461001,20201227
18959,723346,3811,MCKELLAR-SIPES RGNL ARPT,US,TN,KMKL,35.593,-88.917,132.0,19730101,20201227
18960,723347,3809,DYERSBURG MUNICIPAL ARPT,US,TN,KDYR,36.0,-89.409,91.4,19430412,20201227
18967,723403,13963,ADAMS FIELD AIRPORT,US,AR,KLIT,34.727,-92.239,78.6,19900228,20201227
18968,723405,3930,LITTLE ROCK AFB AIRPORT,US,AR,KLRF,34.917,-92.15,94.8,19560101,20201227
18974,723408,13814,ARKANSAS INTERNATIONAL AIRPORT,US,AR,KBYH,35.967,-89.95,77.4,19420901,20201219
18983,723417,93988,GRIDER FIELD AIRPORT,US,AR,KPBF,34.18,-91.934,63.1,19730101,20201227
18985,723418,13977,TEXARKANA REGIONAL AIRPORT-WEBB FIELD,US,AR,KTXK,33.456,-93.988,110.0,19460729,20201227
18986,723419,93992,S. AR RGNL AT GDWIN FLD AP,US,AR,KELD,33.221,-92.814,76.8,19730101,20201227
