global index,USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
19001,723440,13964,FORT SMITH REGIONAL AIRPORT,US,AR,KFSM,35.333,-94.363,136.9,19470101,20201227
19008,723445,93993,DRAKE FIELD AIRPORT,US,AR,KFYV,36.01,-94.169,381.3,19730101,20201227
19025,723495,13987,JOPLIN REGIONAL AIRPORT,US,MO,KJLN,37.152,-94.495,296.3,19730101,20201227
19026,723510,13966,SHEPPARD AFB/WICHITA FALLS MUNI AP,US,TX,KSPS,33.979,-98.493,310.0,19420413,20201227
19027,723513,99999,SHEPPARD AFB,US,TX,KSHP,33.967,-98.483,310.6,19870731,20200511
19028,723520,13902,ALTUS AFB AIRPORT,US,OK,KLTS,34.65,-99.267,421.2,19430201,20201227
19030,723525,93986,HOBART MUNICIPAL AIRPORT,US,OK,KHBR,34.989,-99.053,474.3,19730101,20201227
19038,723530,13967,WILL ROGERS WORLD AIRPORT,US,OK,KOKC,35.389,-97.601,391.7,19411214,20201227
19045,723540,13919,TINKER AFB AIRPORT,US,OK,KTIK,35.417,-97.383,393.5,19421214,20201227
19052,723550,13945,HENRY POST AAF AIRPORT,US,OK,KFSI,34.65,-98.4,362.4,19390901,20201227
19058,723560,13968,TULSA INTERNATIONAL AIRPORT,US,OK,KTUL,36.199,-95.887,198.1,19470101,20201227
19063,723566,93950,MC ALESTER REGIONAL ARPT,US,OK,KMLC,34.882,-95.783,234.7,19530701,20201227
19069,723600,23051,CLAYTON MUNICIPAL AIRPARK AIRPORT,US,NM,KCAO,36.449,-103.154,1511.8,19770827,20201227
19074,723625,93057,GRANTS-MILAN MUNI AIRPORT,US,NM,KGNT,35.165,-107.902,1987.3,19480101,20201227
19079,723627,23081,GALLUP MUNICIPAL AIRPORT,US,NM,KGUP,35.514,-108.794,1972.4,19730101,20201227
19084,723630,23047,AMARILLO RICK HUSBAND INTL AIRPORT,US,TX,KAMA,35.23,-101.704,1098.5,19430301,20201227
19087,723640,99999,DONA ANA COUNTY INTL JETPORT ARPT/SANTA TERESA,US,NM,KDNA,31.88,-106.703,1253.6,19950911,20201226
19090,723650,23050,ALBUQUERQUE INTL SUNPORT AIRPORT,US,NM,KABQ,35.042,-106.616,1618.5,19410701,20201227
19095,723656,23049,SANTA FE MUNICIPAL AIRPORT,US,NM,KSAF,35.617,-106.089,1933.7,19460801,20201227
19099,723658,23090,FOUR CORNERS REGIONAL ARPT,US,NM,KFMN,36.744,-108.229,1674.9,19730101,20201227
19108,723676,23048,TUCUMCARI MUNICIPAL ARPT,US,NM,KTCC,35.182,-103.603,1239.0,19460801,20201227
19110,723677,23054,LAS VEGAS MUNICIPAL ARPT,US,NM,KLVS,35.654,-105.142,2095.2,19460801,20201227
19112,723700,93167,KINGMAN AIRPORT,US,AZ,KIGM,35.258,-113.933,1042.4,19990101,20201227
19117,723723,23184,ERNEST A. LOVE FIELD ARPT,US,AZ,KPRC,34.652,-112.421,1536.8,19900228,20201227
19118,723740,23194,WINSLOW-LINDBERGH REGIONAL AIRPORT,US,AZ,KINW,35.028,-110.721,1489.3,19730101,20201227
19137,723760,99999,FLAGSTAFF,US,AZ,,35.217,-111.817,2181.6,19981002,20201226
19153,723805,23179,NEEDLES AIRPORT,US,CA,KEED,34.768,-114.619,271.3,19770217,20201227
19154,723810,23114,EDWARDS AIR FORCE BASE,US,CA,KEDW,34.9,-117.867,704.4,19411201,20201227
19157,723815,23161,BARSTOW-DAGGETT AIRPORT,US,CA,KDAG,34.854,-116.786,584.3,19490101,20201227
19158,723816,3159,GENERAL WILLIAM J. FOX AIRFIELD AIRPORT,US,CA,KWJF,34.741,-118.212,712.6,19740601,20201227
19159,723820,23182,PDLE PRODN FLT/TST AF PLT,US,CA,KPMD,34.629,-118.084,769.2,19730101,20201227
19161,723825,23131,SOUTHERN CALIFORNIA LOGISTICS AIRPORT,US,CA,KVCV,34.583,-117.383,879.4,19420101,20201227
19165,723830,23187,SANDBERG,US,CA,KSDB,34.744,-118.724,1374.7,19730101,20201227
19166,723840,23155,MEADOWS FIELD AIRPORT,US,CA,KBFL,35.434,-119.054,149.1,19411001,20201227
19168,723860,23169,MCCARRAN INTERNATIONAL AIRPORT,US,NV,KLAS,36.072,-115.163,664.5,19730101,20201227
19169,723870,3160,DESERT ROCK AIRPORT,US,NV,KDRA,36.621,-116.028,984.5,19780515,20201227
19172,723890,93193,FRESNO YOSEMITE INTERNATIONAL AIRPORT,US,CA,KFAT,36.78,-119.719,101.5,19411204,20201227
19185,723910,93111,POINT MUGU,US,CA,KNTD,34.117,-119.117,4.0,19730101,20201227
19192,723925,23190,SANTA BARBARA MUNICIPAL AIRPORT,US,CA,KSBA,34.426,-119.843,2.7,19730101,20201227
19195,723927,93110,OXNARD AIRPORT,US,CA,KOXR,34.201,-119.207,11.0,19440401,20201227
19202,723940,23273,SANTA MARIA PUB/CAPT G A HANCOCK AP,US,CA,KSMX,34.899,-120.449,73.8,19730101,20201227
19205,723965,93209,PASO ROBLES MUNICIPAL ARPT,US,CA,KPRB,35.67,-120.628,246.9,19411201,20201227
19214,724010,13740,RICHMOND INTERNATIONAL AIRPORT,US,VA,KRIC,37.512,-77.323,50.0,19420924,20201227
19219,724016,93736,CHARLOTTESVILLE ALBEMARLE ARPT,US,VA,KCHO,38.137,-78.455,195.1,19730101,20201227
19225,724020,93739,WALLOPS FLIGHT FACILITY AIRPORT,US,VA,KWAL,37.937,-75.466,14.0,19730101,20201227
19235,724030,93738,WASHINGTON DULLES INTERNATIONAL AP,US,VA,KIAD,38.935,-77.447,88.4,19730101,20201227
19238,724035,13773,QUANTICO MCAF,US,VA,KNYG,38.504,-77.305,3.1,19730101,20201227
19241,724037,93728,DAVISON AAF AIRPORT,US,VA,KDAA,38.717,-77.183,22.3,19570201,20201227
19243,724040,13721,NAVAL AIR STATION,US,MD,KNHK,38.3,-76.417,11.9,19450301,20201226
19251,724050,13743,RONALD REAGAN WASHINGTON NATL AP,US,VA,KDCA,38.847,-77.035,3.1,19360901,20201227
19262,724060,93721,BALTIMORE-WASHINGTON INTL AIRPORT,US,MD,KBWI,39.173,-76.684,47.6,19450101,20201227
19271,724070,93730,ATLANTIC CITY INTERNATIONAL AIRPORT,US,NJ,KACY,39.452,-74.567,18.3,19470101,20201227
19274,724075,13735,MILLVILLE MUNICIPAL ARPT,US,NJ,KMIV,39.366,-75.078,18.3,19730101,20201227
19278,724080,13739,PHILADELPHIA INTERNATIONAL AIRPORT,US,PA,KPHL,39.873,-75.227,3.1,19730101,20201227
19283,724085,94732,NE PHILADELPHIA AIRPORT,US,PA,KPNE,40.079,-75.013,32.0,19730101,20201227
19287,724088,13707,DOVER AFB AIRPORT,US,DE,KDOV,39.133,-75.467,8.5,19421201,20201227
19290,724090,14780,NAES/MAXFIELD FIELD,US,NJ,KNEL,40.033,-74.35,30.8,19730101,20201227
19295,724095,14792,TRENTON MERCER AIRPORT,US,NJ,KTTN,40.277,-74.816,57.9,19730101,20201227
19297,724096,14706,MCGUIRE AFB AIRPORT,US,NJ,KWRI,40.017,-74.6,39.9,19420801,20201227
19303,724100,13733,LYNCHBURG RGNL/PRESTON GLENN FLD AP,US,VA,KLYH,37.321,-79.207,286.5,19730101,20201227
19307,724106,13728,DANVILLE REGIONAL AIRPORT,US,VA,KDAN,36.573,-79.335,174.0,19730101,20201227
19311,724110,13741,ROANOKE REGIONAL/WOODRUM FIELD AP,US,VA,KROA,37.317,-79.974,358.1,19730101,20201227
19316,724116,13868,NEW RIVER VALLEY AIRPORT,US,VA,KPSK,37.133,-80.683,641.6,19940818,20201227
19322,724120,3872,RALEIGH COUNTY MEMORIAL AIRPORT,US,WV,KBKW,37.784,-81.123,766.3,19730101,20201227
19331,724140,13866,YEAGER AIRPORT,US,WV,KCRW,38.379,-81.59,277.4,19730101,20201227
19334,724170,13729,ELKINS-RAND CO-J.RAND FIELD AIRPORT,US,WV,KEKN,38.89,-79.855,597.7,19730101,20201227
19337,724176,13736,MGTN RGNL-W L B HART FD AP,US,WV,KMGW,39.65,-79.921,378.0,19730101,20201227
19338,724177,13734,ETRN WV RGNL/SHPHERD FD AP,US,WV,KMRB,39.404,-77.945,162.8,19730101,20201227
19342,724210,93814,CINCINNATI/NORTHERN KENTUCKY INTL AP,US,KY,KCVG,39.044,-84.672,269.1,19730101,20201227
19343,724220,93820,BLUE GRASS AIRPORT,US,KY,KLEX,38.041,-84.606,298.7,19730101,20201227
19344,724230,93821,LOUISVILLE INTL-STANDIFORD FIELD AP,US,KY,KSDF,38.181,-85.739,148.7,19730101,20201227
19347,724235,13810,BOWMAN FIELD AIRPORT,US,KY,KLOU,38.228,-85.664,164.6,19411101,20201227
19354,724240,13807,GODMAN AAF AIRPORT,US,KY,KFTK,37.9,-85.967,230.1,19450301,20201227
19356,724243,3849,LDON-CRBN APT-MGEE FLD APT,US,KY,KLOZ,37.087,-84.077,362.1,19910321,20201227
19357,724250,3860,TRI-STATE/M.J.FERGUS,US,WV,KHTS,38.365,-82.555,251.2,19730101,20201227
19362,724273,3804,MID-OHIO VALLEY REGIONAL AIRPORT,US,WV,KPKB,39.34,-81.444,253.3,19900208,20201228
19363,724275,14894,WHEELING OHIO COUNTY ARPT,US,WV,KHLG,40.176,-80.647,359.4,19730101,20201227
19367,724280,14821,PORT COLUMBUS INTERNATIONAL AIRPORT,US,OH,KCMH,39.991,-82.877,248.7,19450401,20201227
19370,724285,13812,RICKENBACKER INTL AIRPORT,US,OH,KLCK,39.817,-82.933,226.8,19420801,20201227
19372,724286,93824,ZANESVILLE MUNICIPAL ARPT,US,OH,KZZV,39.944,-81.892,268.2,19730101,20201227
19378,724290,93815,J.M.COX DAYTON INTERNATIONAL AIRPORT,US,OH,KDAY,39.906,-84.219,305.7,19730101,20201227
19386,724296,13841,AIRBORNE AIRPARK AIRPORT,US,OH,KILN,39.431,-83.777,325.2,19430801,20201227
19388,724297,93812,CINA MUNI APT/LUKN FD APT,US,OH,KLUK,39.103,-84.419,149.4,19730101,20201227
19391,724303,14813,AKRON FULTON INTL AIRPORT,US,OH,KAKR,41.038,-81.464,318.2,19990502,20201227
19393,724320,93817,EVANSVILLE REGIONAL AIRPORT,US,IN,KEVV,38.044,-87.521,121.9,19730101,20201227
19402,724338,13802,SCOTT AIR FORCE BASE/MIDAMERICA AIRPORT,US,IL,KBLV,38.55,-89.85,139.9,19380101,20201227
19406,724340,13994,LAMBERT-ST LOUIS INTERNATIONAL AP,US,MO,KSTL,38.753,-90.374,161.9,19730101,20201227
19408,724345,3966,SPIRIT OF ST LOUIS AIRPORT,US,MO,KSUS,38.657,-90.656,140.8,19730101,20201227
19411,724350,3816,BARKLEY REGIONAL AIRPORT,US,KY,KPAH,37.056,-88.774,125.9,19890101,20201227
19418,724363,13803,COLUMBUS MUNICIPAL AIRPORT,US,IN,KBAK,39.267,-85.9,200.0,19900208,20201227
19430,724380,93819,INDIANAPOLIS INTERNATIONAL AIRPORT,US,IN,KIND,39.725,-86.282,241.1,19421006,20201227
19435,724386,14835,PURDUE UNIVERSITY AIRPORT,US,IN,KLAF,40.412,-86.937,182.6,19730101,20201227
19438,724388,14829,GOSHEN MUNICIPAL AIRPORT,US,IN,KGSH,41.533,-85.783,253.0,19961002,20201228
19442,724390,93822,ABRAHAM LINCOLN CAPITAL AIRPORT,US,IL,KSPI,39.845,-89.684,181.1,19730101,20201227
19450,724400,13995,SPRINGFIELD-BRANSON REGIONAL AIRPORT,US,MO,KSGF,37.24,-93.39,384.7,19730101,20201227
19453,724450,3945,COLUMBIA REGIONAL AIRPORT,US,MO,KCOU,38.817,-92.218,272.2,19730101,20201227
19456,724454,93996,FARMINGTON REGIONAL ARPT,US,MO,KFAM,37.761,-90.428,288.7,19950210,20201227
19458,724455,14938,KIRKSVILLE REGIONAL ARPT,US,MO,KIRK,40.097,-92.543,294.4,19730101,20201227
19461,724457,3938,WAYNESVILLE REGIONAL AIRPORT AT FORNEY FIELD,US,MO,KTBN,37.75,-92.15,353.3,19630320,20201227
19467,724460,3947,KANSAS CITY INTERNATIONAL AIRPORT,US,MO,KMCI,39.297,-94.731,306.3,19730101,20201227
19471,724463,13988,C.R. WHEELER DOWNTOWN ARPT,US,MO,KMKC,39.121,-94.597,226.2,19900208,20201227
19477,724467,13930,WHITEMAN AFB AIRPORT,US,MO,KSZL,38.717,-93.55,265.2,19421201,20201227
19481,724475,93909,NEW CENTURY AIRCENTER ARPT,US,KS,KIXD,38.832,-94.89,331.3,19781124,20201227
19483,724490,13993,ROSECRANS MEMORIAL AIRPORT,US,MO,KSTJ,39.774,-94.923,249.3,19440301,20201227
19485,724500,3928,WICHITA EISENHOWER NATIONAL,US,KS,KICT,37.648,-97.43,402.6,19730101,20201227
19491,724505,3923,MCCONNELL AFB AIRPORT,US,KS,KIAB,37.617,-97.267,417.9,19531201,20201227
19493,724506,13986,HUTCHINSON MUNICIPAL ARPT,US,KS,KHUT,38.065,-97.861,470.3,19450201,20201227
19495,724507,13981,CHANUTE MARTIN JOHNSON APT,US,KS,KCNU,37.67,-95.484,300.2,19730101,20201227
19500,724510,13985,DODGE CITY REGIONAL AIRPORT,US,KS,KDDC,37.769,-99.968,787.0,19430419,20201227
19501,724515,23064,GARDEN CITY REGIONAL ARPT,US,KS,KGCK,37.927,-100.725,878.4,19430201,20201227
19511,724520,3957,MEDICINE LODGE,US,KS,KP28,37.284,-98.553,467.9,19780310,20201227
19513,724550,13947,MARSHALL ARMY AIRFIELD,US,KS,KFRI,39.05,-96.767,324.6,19380817,20201227
19517,724556,13989,EMPORIA MUNICIPAL AIRPORT,US,KS,KEMP,38.329,-96.195,364.5,19730101,20201227
19519,724560,13996,PHILIP BILLARD MUNICIPAL AIRPORT,US,KS,KTOP,39.073,-95.626,267.0,19730101,20201227
19520,724565,13920,FORBES FIELD AIRPORT,US,KS,KFOE,38.95,-95.664,325.2,19421001,20201227
19523,724580,13984,BLOSSER MUNICIPAL AIRPORT,US,KS,KCNK,39.551,-97.651,447.8,19730101,20201227
19524,724585,93997,RUSSELL MUNICIPAL AIRPORT,US,KS,KRSL,38.876,-98.809,568.2,19430201,20201226
19525,724586,3919,SALINA MUNICIPAL AIRPORT,US,KS,KSLN,38.8,-97.65,386.8,19730101,20201227
19530,724620,23061,SAN LUIS VALLEY REGIONAL AIRPORT,US,CO,KALS,37.439,-105.861,2296.1,19730101,20201227
19538,724635,23067,LA JUNTA MUNICIPAL AIRPORT,US,CO,KLHX,38.049,-103.513,1278.3,19421101,20201227
19541,724640,93058,PUEBLO MEMORIAL AIRPORT,US,CO,KPUB,38.289,-104.506,1441.4,19421001,20201227
19542,724645,23070,PERRY STOKES AIRPORT,US,CO,KTAD,37.262,-104.338,1749.9,19730101,20201227
19545,724650,23065,RENNER FIELD/GOODLAND MINI AIRPORT,US,KS,KGLD,39.367,-101.693,1114.4,19730101,20201227
19546,724655,93990,HILL CITY MUNICIPAL ARPT,US,KS,KHLC,39.376,-99.83,666.9,19730101,20201227
19547,724660,93037,CITY OF COLORADO SPRINGS MUNICIPAL AP,US,CO,KCOS,38.81,-104.688,1884.0,19420901,20201227
19549,724665,93010,LIMON MUNICIPAL AIRPORT,US,CO,KLIC,39.275,-103.666,1638.0,19730101,20201227
19559,724675,23063,EAGLE CO REGIONAL AIRPORT,US,CO,KEGE,39.65,-106.917,1980.3,19730101,20201227
19568,724680,94015,BUTTS AAF AIRPORT,US,CO,KFCS,38.678,-104.757,1779.4,19660915,20201227
19579,724695,23036,BUCKLEY AIR FORCE BASE,US,CO,KBKF,39.717,-104.75,1726.1,19440301,20201227
19583,724698,24015,COLORADO PLAINS RGNL ARPT,US,CO,KAKO,40.167,-103.217,1421.3,19730101,20201227
19589,724720,99999,BLANDING,US,UT,,37.617,-109.467,1840.0,19730101,20201225
19608,724755,93129,CEDAR CITY REGIONAL ARPT,US,UT,KCDC,37.709,-113.094,1702.6,19730101,20201227
19609,724756,23159,BRYCE CANYON AIRPORT,US,UT,KBCE,37.706,-112.146,2312.2,19730101,20201227
19612,724760,23066,GRAND JUNCTION REGIONAL AIRPORT,US,CO,KGJT,39.134,-108.54,1480.7,19730101,20201227
19630,724796,94128,LOGAN-CACHE AIRPORT,US,UT,KLGU,41.787,-111.853,1357.6,19990101,20201228
19632,724797,23176,MILFORD MUNI BRISCOE,US,UT,KMLF,38.417,-113.017,1534.1,19970101,20201227
19633,724800,23157,BISHOP AIRPORT,US,CA,KBIH,37.371,-118.358,1250.3,19430116,20201227
19634,724810,23203,CASTLE AFB,US,CA,KMER,37.383,-120.567,58.2,19420101,20201227
19640,724830,23232,SACRAMENTO EXECUTIVE AIRPORT,US,CA,KSAC,38.507,-121.495,4.6,19730101,20201227
19645,724836,23208,SACRAMENTO MCCLELLAN AFB,US,CA,KMCC,38.667,-121.4,23.5,19391109,20201227
19647,724837,93216,BEALE AIR FORCE BASE,US,CA,KBAB,39.133,-121.433,34.4,19590701,20201227
19651,724839,93225,SACRAMENTO INTL AIRPORT,US,CA,KSMF,38.696,-121.59,7.0,19730101,20201227
19659,724855,23153,TONOPAH AIRPORT,US,NV,KTPH,38.051,-117.09,1644.4,19421001,20201227
19660,724856,99999,HAWTHORNE INDUSTRIAL,US,NV,KHTH,38.544,-118.634,1284.7,19831103,20201226
19661,724860,23154,ELY AIRPORT/YELLAND FIELD/AIRPORT,US,NV,KELY,39.295,-114.847,1908.7,19730101,20201227
19664,724880,23185,RENO/TAHOE INTERNATIONAL AIRPORT,US,NV,KRNO,39.484,-119.771,1344.2,19430105,20201227
19665,724885,93102,FALLON NAS,US,NV,KNFL,39.417,-118.717,1199.1,19730101,20201227
19673,724920,23237,STOCKTON METROPOLITAN AIRPORT,US,CA,KSCK,37.889,-121.226,7.9,19410103,20201227
19675,724926,23258,MDSTO CTY-CO H SHAM FD APT,US,CA,KMOD,37.624,-120.951,22.3,19730101,20201227
19678,724930,23230,METRO OAKLAND INTL AIRPORT,US,CA,KOAK,37.721,-122.221,1.8,19430101,20201228
19688,724940,23234,SAN FRANCISCO INTERNATIONAL AIRPORT,US,CA,KSFO,37.62,-122.365,2.4,19730101,20201227
19690,724945,23293,N Y. MINETA SN JO INTL APT,US,CA,KSJC,37.359,-121.924,15.5,19730101,20201227
19722,725020,14734,NEWARK LIBERTY INTERNATIONAL AP,US,NJ,KEWR,40.683,-74.169,2.1,19730101,20201227
19727,725025,94741,TETERBORO AIRPORT,US,NJ,KTEB,40.85,-74.061,2.7,19730101,20201227
19735,725030,14732,LA GUARDIA AIRPORT,US,NY,KLGA,40.779,-73.88,3.4,19730101,20201227
19739,725036,14757,DUTCHESS COUNTY AIRPORT,US,NY,KPOU,41.626,-73.882,50.6,19730101,20201227
19741,725037,94745,WESTCHESTER COUNTY AIRPORT,US,NY,KHPN,41.062,-73.705,111.9,19730101,20201227
19742,725038,14714,STEWART INTERNATIONAL AIRPORT,US,NY,KSWF,41.5,-74.1,149.7,19420802,20201227
19745,725040,94702,IGOR I SIKORSKY MEMORIAL AIRPORT,US,CT,KBDR,41.164,-73.127,1.5,19421208,20201227
19746,725045,14758,TWEED-NEW HAVEN AIRPORT,US,CT,KHVN,41.264,-72.887,0.9,19730101,20201227
19748,725046,14707,GROTON-NEW LONDON AIRPORT,US,CT,KGON,41.328,-72.049,3.1,19430118,20201227
19761,725058,94793,BLOCK ISLAND STATE AIRPORT,US,RI,KBID,41.168,-71.578,32.0,19900101,20201227
19784,725070,14765,THEODORE F GREEN STATE AIRPORT,US,RI,KPVD,41.723,-71.433,16.8,19420801,20201227
19796,725080,14740,BRADLEY INTERNATIONAL AIRPORT,US,CT,KBDL,41.938,-72.682,53.3,19410912,20201227
19799,725085,54756,ORANGE MUNICIPAL AIRPORT,US,MA,KORE,42.57,-72.291,169.2,19960702,20201227
19803,725087,14752,HARTFORD-BRAINARD AIRPORT,US,CT,KHFD,41.736,-72.651,5.8,19740101,20201227
19808,725090,14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,MA,KBOS,42.361,-71.01,3.7,19431121,20201227
19818,725103,14712,RDNG RGNL/C A SPAATZ FD AP,US,PA,KRDG,40.373,-75.959,104.9,19900314,20201227
19822,725105,14770,PENN VALLEY AIRPORT,US,PA,KSEG,40.821,-76.864,135.3,19970902,20201227
19824,725107,4780,FITCHBURG MUNICIPAL ARP,US,MA,KFIT,42.552,-71.756,106.1,19971002,20201227
19840,725118,14751,CAPITAL CITY AIRPORT,US,PA,KCXY,40.217,-76.851,103.6,19900301,20201227
19849,725125,4787,DU BOIS-JEFFERSON CO ARPT,US,PA,KDUJ,41.179,-78.893,550.2,19730101,20201227
19851,725126,14736,ALTOONA-BLAIR COUNTY ARPT,US,PA,KAOO,40.296,-78.32,451.1,19730101,20201227
19852,725127,4726,J MURTHA JTWN-CMBRA CO APT,US,PA,KJST,40.316,-78.834,696.2,19730101,20201227
19856,725130,14777,WILKES-BARRE/SCRANTON INTL AIRPORT,US,PA,KAVP,41.334,-75.727,283.5,19730101,20201227
19858,725140,14778,WILLIAMSPORT REGIONAL AIRPORT,US,PA,KIPT,41.243,-76.922,158.5,19730101,20201227
19865,725150,4725,GREATER BINGHAMTON/E A LINK FIELD AP,US,NY,KBGM,42.207,-75.98,486.2,19730101,20201227
19868,725156,14748,ELMIRA/CORNING RGNL ARPT,US,NY,KELM,42.159,-76.892,291.1,19730101,20201227
19875,725170,14737,LEHIGH VALLEY INTERNATIONAL AIRPORT,US,PA,KABE,40.65,-75.448,118.9,19730101,20201227
19880,725180,14735,ALBANY INTERNATIONAL AIRPORT,US,NY,KALB,42.747,-73.799,85.3,19460101,20201228
19883,725186,99999,OGDENSBURG INTL,US,NY,KOGS,44.682,-75.466,90.5,19770502,20201226
19887,725190,14771,SYRACUSE HANCOCK INTERNATIONAL AP,US,NY,KSYR,43.111,-76.104,125.9,19421001,20201228
19895,725200,94823,PITTSBURGH INTERNATIONAL AIRPORT,US,PA,KPIT,40.485,-80.214,366.7,19450201,20201227
19899,725205,14762,ALLEGHENY COUNTY AIRPORT,US,PA,KAGC,40.355,-79.922,380.4,19730101,20201227
19906,725210,14895,AKRON-CANTON REGIONAL AIRPORT,US,OH,KCAK,40.918,-81.444,369.7,19730101,20201227
19924,725240,14820,CLEVELAND-HOPKINS INTERNATIONAL AP,US,OH,KCLE,41.406,-81.852,238.1,19730101,20201227
19927,725244,99999,WILLOUGHBY LOST NATION MUNI,US,OH,KLNN,41.684,-81.39,190.8,19831103,20201226
19935,725250,14852,YOUNGSTOWN-WARREN REGIONAL AIRPORT,US,OH,KYNG,41.255,-80.674,355.7,19480101,20201227
19945,725260,14860,ERIE INTL/T. RIDGE FIELD AIRPORT,US,PA,KERI,42.08,-80.182,222.2,19730101,20201227
19948,725266,4751,BRADFORD REGIONAL AIRPORT,US,PA,KBFD,41.798,-78.636,652.9,19730101,20201228
19949,725267,94868,VENANGO REGIONAL AIRPORT,US,PA,KFKL,41.383,-79.867,469.4,19730101,20201227
19952,725280,14733,BUFFALO NIAGARA INTERNATIONAL AP,US,NY,KBUF,42.94,-78.736,218.2,19420201,20201228
19956,725287,4724,NIAGARA FALLS INTL AIRPORT,US,NY,KIAG,43.108,-78.938,178.3,19510612,20201227
19959,725290,14768,GREATER ROCHESTER INTERNATIONAL AP,US,NY,KROC,43.117,-77.675,164.3,19730101,20201227
19967,725300,94846,CHICAGO O'HARE INTERNATIONAL AIRPORT,US,IL,KORD,41.96,-87.932,201.8,19461001,20201227
19983,725320,14842,GREATER PEORIA REGIONAL AIRPORT,US,IL,KPIA,40.668,-89.684,198.1,19730101,20201227
19991,725330,14827,FORT WAYNE INTERNATIONAL AIRPORT,US,IN,KFWA,40.971,-85.206,241.1,19411101,20201227
20000,725340,14819,CHICAGO MIDWAY INTL ARPT,US,IL,KMDW,41.786,-87.752,186.5,19730101,20201227
20013,725350,14848,SOUTH BEND REGIONAL AIRPORT,US,IN,KSBN,41.707,-86.316,235.6,19730101,20201228
20016,725360,94830,TOLEDO EXPRESS AIRPORT,US,OH,KTOL,41.587,-83.806,205.4,19730101,20201227
20017,725366,14825,FINDLAY AIRPORT,US,OH,KFDY,41.014,-83.669,243.8,19730101,20201227
20018,725370,94847,DETROIT METRO WAYNE COUNTY AIRPORT,US,MI,KDTW,42.231,-83.331,192.3,19420801,20201227
20023,725375,14822,DETROIT CITY AIRPORT,US,MI,KDET,42.409,-83.01,190.8,19730101,20201227
20024,725376,14853,WILLOW RUN AIRPORT,US,MI,KYIP,42.233,-83.533,236.8,19730101,20201227
20026,725377,14804,SELFRIDGE AIR NATIONAL GUARD BASE,US,MI,KMTC,42.608,-82.818,176.8,19370101,20201227
20040,725390,14836,CAPITAL CITY AIRPORT,US,MI,KLAN,42.776,-84.6,261.8,19730101,20201227
20043,725395,14833,JAKSON CO-RYNOLDS FLD ARPT,US,MI,KJXN,42.267,-84.467,304.2,19730101,20201227
20044,725396,14815,W K KELLOGG AIRPORT,US,MI,KBTL,42.308,-85.251,282.9,19421001,20201227
20073,725430,94822,GREATER ROCKFORD AIRPORT,US,IL,KRFD,42.193,-89.093,222.5,19730101,20201227
20076,725440,14923,QUAD CITY INTERNATIONAL AIRPORT,US,IL,KMLI,41.465,-90.523,180.4,19730101,20201227
20077,725450,14990,THE EASTERN IOWA AIRPORT,US,IA,KCID,41.883,-91.717,264.6,19730101,20201227
20089,725460,14933,DES MOINES INTERNATIONAL AIRPORT,US,IA,KDSM,41.534,-93.653,291.7,19730101,20201227
20092,725462,14937,IOWA CITY MUNICIPAL ARPT,US,IA,KIOW,41.633,-91.543,198.1,19970101,20201227
20098,725465,14950,OTTUMWA INDUSTRIAL AIRPORT,US,IA,KOTM,41.108,-92.447,256.6,19730101,20201227
20107,725470,94908,DUBUQUE REGIONAL AIRPORT,US,IA,KDBQ,42.398,-90.704,321.9,19730101,20201227
20124,725480,94910,WATERLOO MUNICIPAL AIRPORT,US,IA,KALO,42.554,-92.401,264.6,19600301,20201227
20129,725485,14940,MASON CITY MUNICIPAL ARPT,US,IA,KMCW,43.154,-93.327,373.4,19730101,20201227
20154,725500,14942,EPPLEY AIRFIELD AIRPORT,US,NE,KOMA,41.31,-95.899,299.3,19740419,20201227
20155,725510,14939,LINCOLN MUNICIPAL AIRPORT,US,NE,KLNK,40.851,-96.748,362.7,19421001,20201227
